0	105824.948493600	-0.0530065325128167 0.814048326955023 0.525074077652277 -0.242513591104306	-0.090707719912145 0.817973162815441 0.533650976204595 -0.194701438253357	-0.107361730664338 0.81872123882216 0.536814271422728 -0.173203434975038	-0.123935208526912 0.818855210315683 0.539574898880997 -0.151575516241283	-0.136304990620312 0.818552588015289 0.541379887438393 -0.135279073262138	-0.198363810706986 0.880200793709359 0.43105091964079 0.009667783202366	-0.168621564103824 0.949268005865729 0.265406690033279 0.00403856960592636	-0.183355922584984 0.881631030494844 0.408566781676819 -0.148931248003416	0.665561449514416 -0.577202374503487 -0.185838013354587 0.43512022313405	0.333408958239171 -0.606796408852709 0.239370649673051 0.680689559817416	0.385051095478711 -0.392855529414687 0.230801887744907 0.802577519927103	-0.054839509175189 0.88016821686275 0.465648682703583 -0.0739448615827278	0.516885171195576 0.708295637462551 0.444229794732268 0.183866525560706	0.438315153688686 0.4652345954141 0.681261446038125 -0.356818496463939	0.812014232042227 0.0767624670286928 0.570431746785121 -0.0966852257390841	-0.0717825700428345 0.797900492026555 0.584782475848895 -0.127402996047439	-0.10386119421332 0.797247304553905 0.587964891555472 -0.0889206051277144	-0.160664078174841 0.781125987225009 0.57769959396957 -0.17404719243176	-0.160569519755603 0.781144650969149 0.577721752030681 -0.173977127285003	-0.13151630944729 0.878010406270473 0.429217169422476 -0.166053630803669	-0.146242388093555 0.881504959875229 0.425597505365341 -0.142929818676379	-0.0471759176478697 0.88618355064127 0.445077845299409 -0.119828456514083	-0.0471805263728035 0.886172592683989 0.445078811681599 -0.11990406706621
50	105824.981582800	-0.0527447760521459 0.81430877867287 0.524467343378776 -0.243008656851392	-0.090463427455937 0.818363791346992 0.532829709985603 -0.195421527631322	-0.107126111987328 0.819175249751711 0.535902495955679 -0.174024197033558	-0.123708927035896 0.819375923094749 0.538575738744429 -0.152497120170013	-0.136086181623955 0.819125503004756 0.54031724654758 -0.136276317023389	-0.194867711625198 0.882815615264084 0.427338576967123 0.00670112285890441	-0.160225536436893 0.953463755783624 0.255391725934848 -0.00311612010608587	-0.182974906024798 0.88225666983673 0.407177823760359 -0.149497732864407	0.666073766661503 -0.577853366407892 -0.183997625555114 0.434253495192042	0.334093293419455 -0.606361210872551 0.241270912705828 0.680070658037393	0.386701488572971 -0.394980000294553 0.232542862904087 0.800235324773366	-0.0558602309930645 0.880421922374677 0.464947890121776 -0.0745676382004166	0.515844000195161 0.708513504619131 0.445481668455312 0.182919830267915	0.438079568837482 0.466178901304377 0.681285558979779 -0.355827922557267	0.811725861176462 0.0770794967617075 0.570413401566277 -0.0989364886676441	-0.0717244243513917 0.798366179982214 0.584116724755199 -0.127572338198087	-0.104010698329162 0.797705096922509 0.587336399591274 -0.0887936185324738	-0.160533051619632 0.78155188171024 0.577143943806316 -0.174099579725408	-0.1604921178422 0.781558104621845 0.577153401036413 -0.174078031016369	-0.131434144676024 0.878083979130014 0.4289845173121 -0.166330619895998	-0.146215945202159 0.881744400679666 0.425090283017724 -0.142989372061728	-0.0471352932307534 0.886354046686529 0.44470382925596 -0.119971964639875	-0.0471146165593652 0.886357767835902 0.444706759133934 -0.119941730369433
100	105825.048298300	-0.0516151002340147 0.814780371513068 0.522997054353316 -0.244832409542966	-0.0893089532536417 0.819040583004483 0.531134020771216 -0.197719716365914	-0.105963302116082 0.819955290961547 0.534116947870435 -0.176533808168272	-0.122539665651142 0.820266562863324 0.536706786661333 -0.155217980086589	-0.134913419225665 0.820103856182985 0.538390046258574 -0.139155281884408	-0.189768591443934 0.886631234429395 0.42174515644002 0.00198968715522163	-0.149579233278629 0.958888656029991 0.240864722586047 -0.0119492142973143	-0.181932738157181 0.883351539766716 0.404635721625013 -0.151196788204667	0.666225112388577 -0.57935635387763 -0.180013470391552 0.433688212108695	0.334579088606132 -0.605495051101192 0.245972160717171 0.67891845807253	0.389000622527614 -0.400106391857542 0.234756599629502 0.795916283159392	-0.0568556796806664 0.880934792833038 0.463563523953563 -0.0763556266690074	0.515045493310274 0.708614929615019 0.447358022682709 0.180177193032009	0.434747585641689 0.467465844012424 0.682913588764291 -0.355104564518045	0.810825011002148 0.0768591382725306 0.570804633952319 -0.104103526625801	-0.0712375985639332 0.799429986273109 0.582548145641099 -0.128353260996119	-0.104647524139583 0.798657659911232 0.585984346220209 -0.0884148400521405	-0.160002955247075 0.78245781830009 0.576049556044908 -0.174142831818398	-0.160156643223984 0.782439904922609 0.576014401675141 -0.174198317669125	-0.131057945050205 0.878268523189769 0.428511876646457 -0.166870571959861	-0.14623470572102 0.882212693542439 0.424085011923601 -0.143066686747967	-0.0470087468125213 0.886780016070397 0.443759171244065 -0.120371004640164	-0.0469734496067785 0.886806991578394 0.443760887971267 -0.120179569922141
150	105825.082389700	-0.0511228308487262 0.815143296505824 0.522085897048603 -0.2456708742008	-0.088639650314719 0.819368345911694 0.530269338902114 -0.198979783722703	-0.10521746313741 0.820280776528056 0.533282913802862 -0.177983333364073	-0.121718928710165 0.820598036354384 0.535909519950866 -0.156857743038114	-0.134037719035713 0.820445243707162 0.537624374927158 -0.140938012750931	-0.188158274465264 0.887749420119282 0.420115855537216 -0.000314252074581751	-0.147133032943772 0.96017645292572 0.237015725035655 -0.0153816757725851	-0.181297850873527 0.883781181696088 0.403617480177337 -0.15216715100114	0.66612707562335 -0.579962428862525 -0.178401314868026 0.433694905530055	0.334354226135471 -0.605250701713848 0.24818503341786 0.678441617773867	0.388351047105789 -0.400068345445196 0.236470217903135 0.795745323096168	-0.0568455214102202 0.881130341780608 0.463012929851998 -0.0774398752520833	0.514868319436454 0.708909309209388 0.44739788352706 0.179425022704352	0.432793378372487 0.468732385831165 0.683589324802172 -0.354521476255621	0.810386407215986 0.0762867653399826 0.571037424575177 -0.106632359854208	-0.0710670685989565 0.799844513930458 0.581980912937295 -0.128438476605626	-0.104944608253185 0.798942815928591 0.585550852225362 -0.0883583925432745	-0.159884286324545 0.782802254153363 0.575608891590581 -0.174160988171197	-0.160002260937348 0.782782626926151 0.575581502614888 -0.174231367225074	-0.130913663283722 0.878666995730418 0.427637274268281 -0.167129545670756	-0.146263852765677 0.882479560827942 0.423493130417384 -0.143144257951016	-0.0469182997030624 0.887021056261941 0.443238720740656 -0.120547730534883	-0.0468881276013325 0.887051229138532 0.443239067753344 -0.120335984605631
200	105825.149202500	-0.0505461455529941 0.816090128908698 0.520231973746001 -0.246577943376654	-0.0875913816458189 0.820043551343561 0.528522422381332 -0.201296728243124	-0.103965014065 0.820877931900252 0.53161358588729 -0.180935601996087	-0.120266610761036 0.821143497454769 0.534336396828071 -0.16044910080333	-0.132438734732082 0.82096926386428 0.536135625445032 -0.145010483970545	-0.185358068438359 0.889044653112741 0.418589857986479 -0.00495197206225813	-0.142740812029952 0.961318182828591 0.234613613033863 -0.0211864230903358	-0.179769735397098 0.884484407640618 0.401716806801441 -0.154899264069061	0.665585799046984 -0.580881615071668 -0.17582472223867 0.43434751113413	0.33361123526782 -0.604881262983197 0.252365568939264 0.677594141805324	0.386134672453128 -0.398973776653697 0.239490380323472 0.796469897739218	-0.0570500292591218 0.881709840539136 0.461439456073944 -0.080041736838771	0.515000761871598 0.710083194563159 0.446590351247266 0.176389144347084	0.428382946886685 0.472170186358842 0.685385890567411 -0.351837387072002	0.809557463434428 0.0751048710350426 0.571472035643216 -0.111335907155876	-0.070942433526564 0.800679731417607 0.580892178325638 -0.128231883642306	-0.105130793744112 0.799421505538528 0.584854593604362 -0.088418759486453	-0.159741928361862 0.783323695425365 0.574935107328667 -0.174172692662648	-0.159792824079444 0.783306293931615 0.574922746703527 -0.174245053251753	-0.130739615365438 0.879112605607101 0.426624426741371 -0.167510531443213	-0.14632910557205 0.882839120858693 0.422657315179412 -0.143330643859801	-0.0468439377120425 0.887440523355724 0.442340380637068 -0.120788868127833	-0.0467770156482934 0.887463652568432 0.442348161146992 -0.120616253078979
250	105825.181288900	-0.050474992228211 0.816483354220639 0.519560779285044 -0.246705906027588	-0.0872841225129186 0.820272195759181 0.527809945658843 -0.202365184963153	-0.103555796632877 0.821060432692443 0.530901088459967 -0.182428060129606	-0.11975783811848 0.821296560125526 0.533635238230845 -0.162368263689292	-0.13185711095698 0.82111123773251 0.535450438176742 -0.147251029931202	-0.184023706974024 0.88945357014517 0.41827817806558 -0.0071405589198938	-0.140209142456635 0.961633571822455 0.234648360356542 -0.0232898453740919	-0.179348226828132 0.884834402921737 0.400540527776191 -0.156427550477876	0.665323511366248 -0.581344678158205 -0.174376142379226 0.434713642952873	0.332849948186631 -0.604540332611405 0.254316630773335 0.677543319316446	0.385232640104097 -0.399028125061074 0.240848573606681 0.796469919708396	-0.0572881890441606 0.881899362110572 0.460789460633289 -0.0815147316396802	0.514718961658864 0.710519665545758 0.446620887422097 0.175373824443283	0.427565614303604 0.472894906633791 0.685821740602649 -0.351007966949116	0.80897331886419 0.0742599759282568 0.572018835865069 -0.113322887170081	-0.0710098374299599 0.801020910964899 0.580447947424689 -0.128075304081619	-0.105132513771994 0.799591729916703 0.58460610240532 -0.088520760430855	-0.159693406751433 0.783514171406302 0.574665192266419 -0.17425118605914	-0.159722912133642 0.783509534065693 0.574658350882827 -0.174267556155298	-0.130729461178132 0.879314941482736 0.426177721233335 -0.167593530870524	-0.146362116655524 0.882925033709823 0.422438329095309 -0.14341329703966	-0.0468357880121982 0.887567419822526 0.442068818098858 -0.120853813740151	-0.0467616335359402 0.887585117172347 0.44207872296459 -0.120716246235536
300	105825.248338700	-0.0504035108236326 0.817016839592823 0.518509550832341 -0.247165563163745	-0.0866745300241827 0.82045667661448 0.52676111140427 -0.204599851309693	-0.102712629749105 0.821141182988959 0.529887514787127 -0.18546292072066	-0.118685654034419 0.821305311330693 0.532678183542644 -0.166208465139789	-0.130616604686742 0.821086897263907 0.534549694549756 -0.151697837092031	-0.181692846856213 0.889791176423706 0.418493895755252 -0.0110558118379038	-0.135986553817498 0.96175110467837 0.236345693181499 -0.026137772386572	-0.178694951530294 0.885166923428512 0.398848436424885 -0.159585578067424	0.664839616793631 -0.581975851063347 -0.170897729353295 0.435988943463799	0.331169960479695 -0.603755826950338 0.257719530097835 0.677780202208313	0.383176256015325 -0.39886439584214 0.241091718826536 0.797469707054023	-0.0574923688082508 0.882055288829119 0.459889364924686 -0.0847045866914251	0.514731312313806 0.711148875293287 0.44688415489076 0.172085750137455	0.427993418337138 0.473426357076894 0.685439927617415 -0.350515654304949	0.807904582460872 0.0725719034825945 0.573073157225692 -0.116664737307444	-0.0709759949989998 0.80138646364389 0.580010067299228 -0.12779071114047	-0.105106871429434 0.799732160542655 0.58439619140924 -0.0886685312750161	-0.159630486905399 0.783709961297305 0.574366059039585 -0.174414547664634	-0.159649250709479 0.783721976657122 0.574362682602448 -0.174354492016338	-0.130728560662109 0.879744140229785 0.425240349338546 -0.167722796461903	-0.146400912424795 0.882999539752072 0.422233703963353 -0.143517542050456	-0.0468785667550445 0.88769700015366 0.441797088905947 -0.12087914680133	-0.046791271574768 0.887701641897932 0.441811313830747 -0.120826879655489
350	105825.280422200	-0.050323120449314 0.817213231218179 0.518055912702864 -0.247483715795181	-0.0863567215810487 0.82047201584841 0.526375417245888 -0.205662607118158	-0.102291639752794 0.821097086027428 0.52954594434026 -0.186861147879203	-0.118163359777485 0.82121482461341 0.532389299369055 -0.167944235264538	-0.130019773225447 0.820970139005111 0.534306040666345 -0.153687814545544	-0.180753935622942 0.889741678575931 0.418957056885016 -0.0127571410569654	-0.134366095458478 0.961562150806485 0.237913825153577 -0.0272212110024907	-0.178366759518218 0.885217025775131 0.398308043412986 -0.161018070194991	0.664530347402444 -0.582164038573636 -0.169499560320748 0.436754334407679	0.330226811972758 -0.603153348441452 0.259370874450099 0.678146769073749	0.384437184470469 -0.399593695769087 0.243852436163486 0.795656281867462	-0.0576641321374946 0.881947601265147 0.459840417056411 -0.0859655008062473	0.5141211055166 0.711229452632299 0.447737548571044 0.171357060462479	0.429658039149529 0.473337908071459 0.684760451612994 -0.349926160901818	0.807116423108089 0.0715757441089975 0.574005697334217 -0.11814166002011	-0.0709545449546532 0.801653817626343 0.579612576886664 -0.127929159890105	-0.105255319590071 0.799748141412423 0.584354987548836 -0.0886198427676742	-0.159560108382666 0.783741846615505 0.57433546081164 -0.174436430056657	-0.159617947539274 0.783749944879255 0.574323136783681 -0.174387698190177	-0.130734539105797 0.879743933213753 0.425187542097827 -0.167853049728622	-0.146358548074103 0.883062791940066 0.422098486499029 -0.143569316331469	-0.0469093389171321 0.887763141140413 0.441661654277743 -0.120876392631118	-0.0468139200028282 0.887763061015217 0.441678057771951 -0.120854034577499
400	105825.347628600	-0.0501738549937271 0.817541398150901 0.517257428608148 -0.248099575038379	-0.0860939486954539 0.820394361872089 0.525847210102793 -0.207426214914177	-0.101981228735255 0.820865621253253 0.529155384403558 -0.189140265376998	-0.117807533365943 0.820846030539508 0.532147174260093 -0.17074121985263	-0.129631555017832 0.820509206305219 0.534182315766819 -0.156874331342117	-0.180041016289816 0.889103362229646 0.420533244046661 -0.0152392380669129	-0.132713619200959 0.960582787749314 0.242643274134779 -0.028143288285017	-0.178063091144551 0.885033873994808 0.397766212928404 -0.163678395967165	0.663700538502728 -0.582375692601193 -0.167557264563558 0.438480000627677	0.327815803182047 -0.602555226747803 0.26284282492543 0.678511346469779	0.384277639886434 -0.404127439483483 0.246136107105518 0.792734965116827	-0.0579407513591249 0.88169345778293 0.459781440269666 -0.0886597034637058	0.514096244453044 0.710891770834488 0.448830342468956 0.169968424356645	0.433467825863879 0.472508855640034 0.682198337792571 -0.351349474449073	0.805832101175344 0.0689135861136158 0.575408290748623 -0.121617602763905	-0.0706464461329965 0.80244757772679 0.578498435897662 -0.12816600295376	-0.105455088127263 0.799817771994352 0.584230539316837 -0.0885744484578939	-0.159429820966359 0.783801007214638 0.574305136971438 -0.174389572291957	-0.159517373749041 0.783795792111498 0.574285484231069 -0.174397667249321	-0.130799476284087 0.879642818279838 0.425248864514216 -0.168176729906022	-0.146278263513017 0.88316113499001 0.421910647468221 -0.14359834546303	-0.0469925145427868 0.88787850601177 0.441417893571205 -0.120887159675518	-0.0468849469664046 0.88787515821665 0.441436919970846 -0.120884038881768
450	105825.382721700	-0.0501552449557621 0.817671465219236 0.516943471055286 -0.248328963479832	-0.0860101358277711 0.820383534907249 0.525589074575687 -0.208156760338567	-0.101869657605406 0.820803993271729 0.528929930185206 -0.190096045310822	-0.117669175051921 0.820740956734751 0.531959215614932 -0.171923355315883	-0.129473835223577 0.820376387905281 0.534025646347974 -0.158226790407346	-0.180048243765745 0.888559370696456 0.421644238829193 -0.0161558202063395	-0.132772096392625 0.959641043018904 0.246314416076303 -0.028104223990138	-0.178046169734675 0.884987721260597 0.397444252597135 -0.164725106581516	0.663433217533538 -0.582207154976648 -0.166986117177708 0.439325427487424	0.32645221777088 -0.602725261129406 0.263990929238195 0.67857202888781	0.383591551197616 -0.403584009626043 0.24729254375906 0.792984152947047	-0.0577638198536336 0.881643825287943 0.459638299111581 -0.0900007802042449	0.514248280093704 0.71095565054969 0.449171915535184 0.168331101305103	0.43342763679467 0.47363134879154 0.681571208252016 -0.351104709718314	0.805624865938196 0.0673500283589898 0.575639247733754 -0.122768096550469	-0.0706461697486702 0.802375254438282 0.578631541741142 -0.128018001340491	-0.105440429650741 0.799840712883773 0.58419767936623 -0.0886014742075832	-0.159421114928852 0.783839510716269 0.574255539423922 -0.174387800593569	-0.159477295802949 0.783834854789936 0.574242850883304 -0.174399142054181	-0.130871553566695 0.879499884839703 0.425471136447204 -0.168305974594825	-0.146244185540855 0.883188306507371 0.421868614283213 -0.143589434593555	-0.0469859849770643 0.887909239578906 0.441354426216059 -0.120895698623391	-0.0469135164834322 0.88790710095369 0.441367214416325 -0.120892862012393
