230	85
230	85
0	85
0	85
0	85
0	85
0	85
0	85
0	85
0	85
0	85
0	85
0	350
0	350
0	350
0	350
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	351
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	352
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	353
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	354
0	355
0	355
0	355
0	355
0	355
0	355
0	355
0	355
0	355
0	355
0	355
8	355
20	355
32	355
44	355
56	355
68	355
80	355
93	355
105	355
117	355
129	355
141	355
153	355
165	355
177	355
189	355
201	355
213	355
225	355
237	355
250	355
262	355
274	355
286	355
298	355
310	355
322	355
333	355
335	355
336	355
337	355
339	355
340	355
341	355
343	355
344	355
345	355
346	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
348	355
341	355
326	355
311	355
295	355
280	355
265	355
249	355
234	355
219	355
204	355
188	355
173	355
158	355
142	355
127	355
112	355
97	355
81	355
67	355
66	355
65	355
64	355
63	355
61	355
60	355
59	355
58	355
57	355
55	355
54	356
53	356
52	356
50	356
49	356
48	356
47	356
46	356
44	356
43	356
42	356
41	356
40	356
38	356
37	356
36	356
35	356
34	356
32	356
31	356
30	356
29	356
28	356
26	356
25	356
24	356
26	356
35	356
44	356
54	356
63	356
72	356
81	356
90	356
99	356
108	356
117	356
126	356
135	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
138	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
137	356
136	356
134	356
132	356
129	356
127	356
124	356
122	356
120	356
117	356
115	356
112	356
110	356
108	356
105	356
103	356
100	356
98	356
96	356
93	356
91	356
88	356
86	356
84	357
81	357
79	357
76	357
76	357
75	357
74	357
74	357
73	357
72	357
72	357
71	357
70	357
70	357
69	357
68	357
68	357
67	357
66	357
66	357
65	357
64	357
64	357
63	357
62	357
62	356
61	356
60	356
60	356
59	356
58	356
58	356
57	356
56	356
56	356
55	356
54	356
54	356
53	356
53	356
52	356
51	356
51	356
50	356
49	356
50	356
51	356
52	356
53	356
55	356
56	356
57	356
58	356
60	356
61	356
62	356
63	356
65	356
66	356
67	356
68	356
70	356
71	356
72	356
73	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	356
75	354
75	352
75	350
75	348
74	347
73	345
72	343
71	341
70	339
69	337
68	335
67	333
65	332
64	330
63	328
62	326
61	324
60	322
59	319
58	314
57	309
56	304
55	299
54	294
53	289
52	284
51	279
50	274
49	269
51	270
63	271
75	273
87	275
99	277
110	279
122	280
134	282
146	284
158	286
170	288
181	289
193	291
205	293
217	295
229	297
241	298
252	300
264	302
276	304
288	306
300	307
312	309
323	311
335	313
347	315
347	316
346	318
346	321
345	323
345	326
344	329
344	332
343	334
343	337
343	340
342	343
342	345
341	348
341	351
340	354
340	356
339	358
339	343
338	328
338	314
337	299
337	284
336	269
336	254
335	239
335	224
334	210
334	195
334	180
333	165
333	150
332	135
332	120
331	106
331	91
330	76
330	61
329	46
329	33
328	37
328	40
327	44
324	47
316	51
309	54
302	58
295	61
288	65
281	68
274	72
266	75
259	79
252	82
245	86
